Title,News Agency,Link,Date
"Meet Moo Deng, a baby pygmy hippo melting hearts around the world",Global News Toronto,https://news.google.com/rss/articles/CBMiowFBVV95cUxNa1QtLTVwTmlrYXJMYXFYaGN3b0NNbzBDZlV0QUJGN3BSc1R2V3FpSHlEZDN6WkdLRFpUYVRta0txcXI1QTNEX2JsU3BOWWIwSHlDNXNlSVlBVEw1YmlNeEZGbFRSaWQ2N3ZBMEFlaTUtRUFrbEl2clNUd2FqbWxISWt6WGh2dlJ1TmowbWZueDUxU2pRd3RsTHJuampCSU8yV2dJ0gGqAUFVX3lxTE1BRWlFSzJXUkZOanNKbzh3Z0FqalRNV0N4MWp4R0dXVWMxZ082NDV0ai1OdzlnQU5nUV9TZmkwYUpkSjlUREFYMHhJb3pNMFhTMnJlajJCZzhzRlJ5cGJhNHhJOWo1Wk5tbkowTUZQbGtBR1NRZVpaZy1KUFRSbWlOZjBmd0RNMnVmZGI1ejN1eUxZLTRzaHJtZVVCN0VwWDdGU3p2bVFIQjdn?oc=5,20-09-2024
"'Moo Deng fever': Baby pygmy hippo is a wet, chubby internet sensation",USA TODAY,https://news.google.com/rss/articles/CBMilAFBVV95cUxQeXhXR2JNbE5rUGFrb1M3WFZLSmhKWjZrS0Y0UHVaX3JUN3l6TGtOZ0MwbTBiSDFaT0hlaWpfcDFTUEhDU1pJZndzR0ZJeXBoNkQ3RnQxdEhMLTljblQ3RkplaXFKN2tYcGl1MFRRaGltdWRpSVdYblFCdTFCOFI1SWlGNHJNYU1FWUxpeVRfSHZhNktu?oc=5,16-09-2024
"The Tiny, Feisty Hippo Stealing the Internet's Heart Isn't Just Cute. She's Accomplishing Something Big.",Slate,https://news.google.com/rss/articles/CBMibkFVX3lxTE9vLVRSczR4SkwzemotSFJFR2ZKdlVpbnhUWDF0YmRabmNsRkFJaU01ZWZDbk5HSl9vZzVfSWpBblJFSEkyQU1JQ3I3bTV5NlNpakdMUWZlYlFtaE1OeVRmbk4xSFVGNmpWRTYyV2tB?oc=5,19-09-2024
"Moo Deng, celebrity baby pygmy hippo, has Thailand zoo worried",NBC News,https://news.google.com/rss/articles/CBMipAFBVV95cUxOVGdCaThNT3Rvenc1dzV2bV90SzM4Wm9yNTU4YUIzMk9yRFFKdzJSTkFrOHNrRGx3c2lPNTk4X0N6d21WMWxXc2lRcUhnVW1LTTdGdEVEblZWQi14dVpXd3NQLUE4bGNueVBCWTM0TmozZ2w1MG9HZzgtaUJNMHFCcnFxUGY2NkFvYU9RLXItNmtKRVlMdzR1M3pyUzIzeVpEd3RvOdIBVkFVX3lxTE5aTEM2Nkx3ekh2TU9XWVhhUUU1dEptanBVSWJ0T1hseFFNLXpaUjBxMVlDaDg1THBBTHk0UW1mMm5jMWpudHM1Wml5VURGbEtGNXU2NTl3?oc=5,16-09-2024
Why does the internet love baby hippo Moo Deng? There's a science to it.,The Washington Post,https://news.google.com/rss/articles/CBMijAFBVV95cUxNVHdDdmJsN1R2YlhPVk5OVEtRR01fQVl4LXE5WWVVVU9PNEMwanFUVExERVRFb0V2SU9Kc0tNT09OMFFva0RUaThTeDVjYzZqX3I4S3pvVHU5dkdsdXBwVy1zSVBHQWgtQmN3clFBZUZUOWE5S1QweEtoWFBiUXFNYzFQdGJlaGRBR2JZMg?oc=5,18-09-2024
Why We Love Moo Deng — The Science Behind Our Obsession With Baby Animals,Forbes,https://news.google.com/rss/articles/CBMisgFBVV95cUxNeVJvZWxadlk5Q3RYNmxNWjhJT0JOdUxmSFVyU2ZHLTE1YjJYaVZkeXE4YlkzS2JySmlWUGtLSTNzUTZ0Ym9wUi0wekpMT3FUUUh1MkM5cFNJTF9DR21MNE81aEk0a3RSY1ZPUHhfQ25YYW8wQTkxekpEMS14QVNjRUV2bGFNRm5ZaGNUa0dWd2RFUU9BZW9xNkttSzFXelJZNDQ3M0l0X2huRTZ5N2ZwTG5R?oc=5,04-10-2024
"Viral videos show Moo Deng biting her zookeepers, but that's nothing new for the global sensation",USA TODAY,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNRUNubGdaRlVodUs4emxIZ3VsT3liUjlfTGhsS0lvbGs2REdTczJmeXc2ekhQay1JbkJ6X3YxZ1lIcndSR1hfeUJrUnhfRERzZkRkTkZDZHhJMWpFUVVzXy1Wb0ZLY1hHY1JxUXlha19Qb1VhNVlOcnE2dTN4WTFOU1BEWmg0Szl6SzJuazI3YUpQZjRLcEVPdmdTZmlSQ2RTQ3N6Q2dzZms?oc=5,02-10-2024
Thailand's adorable pygmy hippo Moo Deng has the kind of face that launches a thousand memes,The Associated Press,https://news.google.com/rss/articles/CBMilwFBVV95cUxPaDIyeTRsbGJkWHpsdlp1Q2ZZQ0gtZTJKSXpwVzJrTDhxSENFOUg0MGFDdnduVlNGRjFGQkowUjRKc2lvQWFROG5uQUtKMFVSYVFRaEU5Y3c0YngwbjZKRHJmVTJyeG9XeXE5Sm1aOFpOT1Z5c0ZUMkZ6SXFfd2hNRklMMjZzUjhVYkxZT0pWWVpXeWxfNC13?oc=5,19-09-2024
Social media power: How pygmy hippo Moo Deng became a global sensation,Nation Thailand,https://news.google.com/rss/articles/CBMickFVX3lxTE9Wbnk5R3VaRnlobXV3Y2otQnd6ZFBSMFF4eUF3SFlWSUJJR2pJNFNQYTN1d2FwejZibG9hOUJzQlh3Z29MTnhhQVJua3VJRzVHRzhFTlljVnFPNzUxTUEteGo2R1BNYXNvQy11WnBTLXMtQQ?oc=5,25-09-2024
Zoë Foster Blake: 'I'd fight Moo Deng. She would win',The Guardian,https://news.google.com/rss/articles/CBMimgFBVV95cUxNOG9RSWRHY194RDJkTE8zbk94YWpYX0VJVlVGeUpxSzdBeU5hU3M5QldENnVTbVotamk1akxQOVkza3NBbk1HODJkUWNzMFRkZXBFXzFZR2VDWGVLUnU5MU9STGxtWGV6MElJWXVrQmtyLVhLLUE3NUFrWnlKWWpCZ1h6NEthbEh6Z0hsamRYM1VDUEM0VHlKTmhn0gGaAUFVX3lxTE12NF9LdmhGRU5GWFlMckVteFRldmJSM2M4UE1ac21WNGZ6cGFqdXZrMlRYNDl6UVA3NkNESjFIa013bTN3V0hSUkV3RjN6OEl6WjUzdlZOM3JUenJ3QTRpZnBjNVBmSkV5bXZvTWZVellQS0ZwM2M5b1pJSkd0TktPcEQ3aTU0TzlyV2phT1ItUDhVRV81ekE2elE?oc=5,06-10-2024
Viral Pygmy Hippo 'Moo Deng' Getting the Zoomies After Eating Is the Most Relatable Queen,Parade Pets,https://news.google.com/rss/articles/CBMie0FVX3lxTE54QlZ3c2Judk1TS19HZVlucmFrVWJEV2s3UWcya015dXQ4aF8zX0V2b05mNkdCYXFEX1hYUXdpTkVuUEhKZ0liME1DM1lzVTU4NUN3dFhBWnV4OWF4WkZtWnE4MU1jdGt1d1V3ZXk4cDY4aEt6UFFLU09Udw?oc=5,04-10-2024
Moo Deng: Thailand zoo's celebrity baby pygmy hippo,BBC.com,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1MU3BGWXYyTV9janNJUDVKMVJmNWN1ek1kX3dCV2VrVEhxaWRnUHR0YklZYy05c1Y2M09HVmY0eFlSSFJMS0R4Ri1JTVJ5a2w2T1NRa2w3V2hUQdIBX0FVX3lxTE5qT1ZBcWM4UTVUeVd3RnJtcnhOM19vdlBJRVEtOXlsM05zMGFFQ1ViVzd5a2VnbUF3TjhpYXNBY19nS1lFV0ZXWDU5YTRiR3VUMzNXN1RIZ1k5TTFlNXRR?oc=5,13-09-2024
"Moo Deng now has her own crypto, because of course she does",CTV News,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQWEVRV0hiRFF3dmgxdnZwZjBheHRoeTlOY01mQmlqeDNSUjVtZnhWWmVnbnpwM1ZqWWtzTDYwQkFwZXFUX01GS1hsdmlUdkJsT0dudG1YZzhRbF9TWUJuU3U4UndGdkloTENzMjdNRm5aY3Myb3p5NTJFWGVDQ0lOWW1xbTExbWxVWW9aU2xjS3NHX0Uzc3lMOW5XN0djZ1ZYLVAyVmpXN18?oc=5,29-09-2024
"There's A Scientific Reason We're Obsessed With Moo Deng, The Viral Baby Hippo",HuffPost,https://news.google.com/rss/articles/CBMijgFBVV95cUxOWjcycnFHTUc5MHoyaHlBa3N6NWFYR0NZTTl4cXY1X0VINWZUX2lra0l0YWVRanNRZVp5QXBTY3hxYWZ4VWxfRkRkVjl4RHhRUDlOTFAwQW1Oc2NDSVpDZHdHODNKSHUyUTh5a1N2aG91ZTJPcFNmeTU4NUFWUURTS211SDVMTG5EWFB6dWV30gGTAUFVX3lxTE9NbWhpWDBsR3YxaWFYQjY4azVYOVl2ZERzSmpfa05JWldCTTNGZ0pQZmVGUlpTSm9VVlZ1cVltd3FUdmJIWnBuTVRaWVVSdDc0RmJyWXFWZDREM2szUG4weDQ1SlZMTWtGOFFBSk9DQzlGbkgxSVIzWTlDc3hNNTFpVk9qUDVTWFFUVTdPUjh1ckRWSQ?oc=5,20-09-2024
'I set a goal to make her famous': the baby pygmy hippo who became a giant online,The Guardian,https://news.google.com/rss/articles/CBMipAFBVV95cUxPY25BUUgzR0o0M3JCLXFhcG9JZTVmOHI5bkxfdVZGblk0MnhGem0xRWxTVzA3RmtTWG9CbUw5N2ZNMFB2QlN1N1hKU051b0dqdW5FZ2VtWnNPNzkxaEJXSVRfY3NPQWdGR3NSSEVNQ1lCdzA2SktqbG05LTdUdVI1OHJpeTYtbEN6cUtQaVUtbVNhR3BFYUprZzJhcWUybzBZeC1KatIBpAFBVV95cUxQNTVRQ2pVV0RBVEZUbVhWVklhYWxqOVEwQjY4eUNKX093X3AyYVBDS19BUWowcXdOS2pVMlVCLUw3Y1daOVA1RFd6TXE3eXB4bVZramYxR21JOHVFMUFnQVk4TjF2ZTY4bHBNUTFwams0Wnd2X2NnQnpOZ2o4RE5VUjQ0aG5QYjZQemowTExld2ZZdVlBX09zMG5CYzRyTmdMWVNSdQ?oc=5,13-09-2024
Moo Deng: Why is internet obsessed with the viral baby hippo?,The Independent,https://news.google.com/rss/articles/CBMisgFBVV95cUxOeHVrUTM3bGo2VmFZcGxRN2RYdHBwSXVJamVXQktzdEVJQ1NuN3ljSGxpczNhdUJQcmJOMWgyczVsOGJsSnJ1SlBQNjVmdDNsR19tN0FpQ1drdXdtdjJ5M2pyRnFWX3dlMDRSbVNISzI5cWZybTRKREVuRFdrdEZKVHRaNlBBRDZHYVM2ZEVjSTUycEVUSlBEdmdUeThJX1RKNU50aDQxc19VdXBxVU9NM0dn?oc=5,29-09-2024
She's obsessed with baby pygmy hippo Moo Deng. So she flew across the world to see her,CNN,https://news.google.com/rss/articles/CBMikgFBVV95cUxQbUNSRE1lRzJmbFdFZFhEci02SXE5V2xObXB4YkJPY2NvanllcXFIWC0zblJoZGV2WkoycVFrYjE4RnpCWU9NQjlJUGNGdWVMeUFhNk9sMVBLNkZVNHh5VXN6VWw2R3RqMU0wcHRfU3E4YnZWb1NvS19ucmtockQ3VFBydGJEOFp3NHlXMU9xaWszQdIBiAFBVV95cUxQbEo3bU1vVktFTmYwOUYySmF5bUFFQ3dRc2hqUnNpb05ERDVWQkVPYVMwVzZ4cHFoeVc4QzkweEVobHhyRmJ2S2s0QWFRZTB4LWxYNE1mN3ZRbl9Mb3dxanVIajFlMjZ6Mndwb2dobHZjaGtLU1lpQmVyYXpoM21UQ2NhVVU2bHZI?oc=5,06-10-2024
Baby hippo Moo Deng has a 24-hour livestream now. Here's how to watch.,Mashable,https://news.google.com/rss/articles/CBMie0FVX3lxTE1kcXY1TlBBY3ZZbkVPX1NiVE1odUgya0RTMF9zM2tNR04wal9sdkl2WS1RWWdGMmpFNTI3ZktlRldJV1VULU1YaW8tVnF1dnFac1JUSS13ZFZLSWtDbW1BU3ZocmlvVlYzM2R4eTU5SE45YmpVWWxXVU9PNA?oc=5,26-09-2024
"IN PHOTOS | Meet Moo Deng, social media's favourite baby hippo",CBC News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPMjM1X2dfNjlJZXhTaW1aMHZHRndWUlo3SnRoMWpqX1BkTGcyYWhxWXQ2UUhvQWxFY3M3ck5JNHRMM3hVTTBKbTE1QU9IdEdrcUxndllzVlBpV0RTelRweFR1X3doemxpNVEzX1pVcURpVEhiUXcwSFE0SFpmYU9WYlRkdkxxazE4SGFjTDZ3M2o5YjdLQWJJTzVNMmd1Uk9KU3FsaTQ0Y3Y2Zw?oc=5,18-09-2024
Bowen Yang's Moo Deng Chappell Roan Skit Is Great Satire,Junkee,https://news.google.com/rss/articles/CBMiekFVX3lxTE9XZm5MdWxqNFBESFRXLUN5QVFIcktELTZ2Qk90M05ZRHc1dzlmcUZ2SDBrVldyRU8tb0FoNmlLcHJaZTJVaUkxeEx6QjBfbDBPYmtOMlZFOWhtUXBOMjkweGV0YzY1aUd4N25Kb0dPNVNPakZ6OUxYdVhn?oc=5,01-10-2024
"Moo Deng sucks, actually",Mashable,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBWTFVFWTd5MHhaZXhaZUVaeVp2SzRmR0ZTMUhIaVJTMHlLaUZEcjBDU3ZPT09oNjBjVXNjNjRBMlhHSEZzYXF0N0FpNVlGcTB0SFJOOXF3?oc=5,04-10-2024
Why absolutely everyone is obsessed with Moo Deng,Vox.com,https://news.google.com/rss/articles/CBMid0FVX3lxTE94aGhMRWJNdmhkc3Mtam5tUmlTdWp1WlctYVY5ZkZWY2l2V3ZmbExlVkl6a0YycXhNZFdiUzBWTkl3MVlrYXNqTEFOeDNHR3otVmR6WVdMWU9EbjJobnpFOU52blJ4NlNNTnB3VGNTMExmbEU1Nkx3?oc=5,08-10-2024
What I Learned From Moo Deng's Spiral From Adorable to Terrifying,Hyperallergic,https://news.google.com/rss/articles/CBMingFBVV95cUxNYnFUMjFETGFVbUF2cjlKNUtFU2czUGoyQ3lCX3pWZVFsQXNwXzYzZDFRTlBoWFNPdUZHMjJKbkEzQnBwVVNUakdqTzhETzNkYzBkbkxpYnJxWkhIUVRpNFh5RDlPOW04MFdELVFXd0NwbWpLcjUxQk9SMUN2bGRtYkt1OXRRRGtZVG82YkxSMHBiNlFIaXg4eWpFZm9Kdw?oc=5,23-09-2024
Baby pygmy hippo Moo Deng is Thailand's latest online sensation. But her keeper is worried about her fame,CNN,https://news.google.com/rss/articles/CBMipAFBVV95cUxNbUlrVWp1RzJCN09BM2NFR0NYRUxwMkxmdTk5SXl4SUpZdGhWUnhhMUNQdGtRNUZnRjR1aUtWYm9sc2RHb1FNNjVnUTh1dWltdUlKV01PQjlma21sM2RKcE5xbF9aY0xoRjcxa0oxNGtENUl6QW5HaXI0YlYxdV9ZSE5vRllYTC05MkhCeFlDVzdWX3JZN2o2WFVvOHg5XzI3ak81bdIBmwFBVV95cUxQT2tybWZ1X1NMVWUwVHZfbWk1SFJBaUpUbF9oVHpGTHRyWjdrVHMtMU83TUR5WFdsQldrQWEzZXVkOVNHZkhERlpILUVWdEc2MTRPY2hLMmtJTThjT3NkVjRpVHdlbVpTM3hEMTAwMEFRLW5ycnNaRURiTTg5TkNaYnpzZk5fTU9lUWNwaldiS1FDWkcyenVjS05Rdw?oc=5,14-09-2024
"She's an Icon, She's a Legend, and She Is the Moment. Meet Viral Baby Hippo Moo Deng",TIME,https://news.google.com/rss/articles/CBMikAFBVV95cUxPd2ptSkN4bWV2RFVya2RWS0Z2NHc4ODM3RTdnOXNxeHYzajlPZ1Z0TXhUTmt1c2FWNFhxeGM0RE9ZS19zOVhxS1lsbXVwbDY3ZFRRMHdKQUZXRFBBbnN4WEE2Q3ZqRS12d0E3RzJNNUNMWjNpM2lIM3dOVnJHbHBySGs3aGZIWnVmMnZ3ek9ZcGQ?oc=5,12-09-2024
Feed your Moo Deng obsession with this 24/7 livestream!,Boing Boing,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXhvblNxTm5EVGZKd0poUzFYeC1wbFhWV083VzlmWjhjRnJ5VjVZOVduU2lBbEx5S2dxOFhvcHRGQjdyU0hvMWFZTVp0QmgzRFpkeVVHNEtpWGtfcHpGWHBnb2hIOUZDbGdKOVIzY2Q4SEg2SUlfUzctQ3o0QzV5YVhsMkxoNm1tazJCREhLc2hScnlUWWtJX9IBngFBVV95cUxNcE5JT2dIdUJ3ZVRUQmNueUlEZUlLR0F3MnRFMGh0NWVGckJPT1ZEaHhhOEhxbTUyVm85MGJOSE5OX2hidDlqUjlTbGlQbk8xSlplVng3OTJ0enZxTjdSVXlyQ0N6azc4UzhIVlpzSkg2UkxQQi1fSUhESW16bzJrRzdfcjBBN0diQUZQcGZrNDc0X2dmWVRULWN4cXlJZw?oc=5,30-09-2024
'Adorable' Baby Hippo Moo Deng Is More Than a Viral Sensation. She Offers a Rare Glimpse of an Endangered Species,Smithsonian Magazine,https://news.google.com/rss/articles/CBMi9gFBVV95cUxPYWFqN0NvZ25OV09YOGtMc0ZLTC1saDBNbXFOWUEzNHJUZW02alVOOWlwV2xQRkwwRHlMYVoybUIxTm4yZUN4WTJyckd2UGhrNVR6VTJWN1h3U19VMVVIS2RjRTdDU1JYTU4xX0I0bEp2UHZNVzBKT3FhdENTN3hvWlRPTW9BQ2NQc0d4ODYwd19iNG5LcXFGUGtlYko0SDlrdkVWUHdrc3NJcENwQ2hENW5KdjFTWW1RWkN0TWVQRWFyNGgwUDNDd1ByYWtGSnM0U0Rici1fM2lqTzJtcE13VE9Ub1EybUhIX1lnRERsTERmVE9uVFE?oc=5,23-09-2024
Moo Deng Is the Moment,Vogue,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1VcmlpNG1odzN1aEYtWllFclpxOUhpbXdDTmYySEk3QjE1dVE4OTFEOGlfaXpTYVVYS0JIZ2pJZVVNaVRGTHlHQUw2dkNveUtUWEhfUXc5OUs5NlZ3VEVvb2d3?oc=5,19-09-2024
Viral Baby Pygmy Hippo Moo Deng Is So Popular She's Working on Obtaining Her Own Patent,PEOPLE,https://news.google.com/rss/articles/CBMiggFBVV95cUxNZE5DbV8zcGRqUjlwWXllc2FoVHMzVHBQWGhuWTFiUEY2clhhMnZaM0lCYjRMM1RCeGRXWVdpay1WbWNUQ3c1ZFdyemxWN1UzaDJQa2UtbzFiNWVFY2MwY2plQzF6enhvYmtKY3B2WWdZeWF5V2kwM3lNdFl0Y0IyZlhR?oc=5,19-09-2024
Our fascination with Moo Deng the pygmy hippo,Varsity,https://news.google.com/rss/articles/CBMijgFBVV95cUxPd3ZXb2xuejBLM1R2MWFvRFNCSlNTWWRxNUd4UWZ2U1ZjRm10bXBTTi1zWDF4Y2hzSzhyVXF0emlIdUdEdzlsSnNTNkNrY201c00yRzJwZVpFbzNJNWhLTzNEaEYtQk1HcWQ4MDRyMkpQVklJbUZocF9lZnlaOEZuQjRLM2l3RW1TaHdnQXBn?oc=5,06-10-2024
"Why do we love Moo Deng, Pesto and other baby zoo animals? Psychologists explain",USA TODAY,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNaGZfN05FZmVZa2JVR21vQVBGczJva0w5a29fM3pxU1BXUGFkSWtkRkJFVC1DN2JoLW1FNUVwcnJwVmhqQnBaMnMzLXY5SnVPcG9MbGg5cTQ2Ujl6Y3o4ZEk0XzVadnZFYXR5WFNiaVp4R3BDZmVBVzRjekN4WG9XdlY3OUdTMzlMRDB1Q2s3eS1zQVlhMG9aZzlua0drcjFWcGt2Z3cyYy1WUQ?oc=5,18-10-2024
'Dream come true:' New Yorker flies over 18 hours just to see Moo Deng in Thailand,USA TODAY,https://news.google.com/rss/articles/CBMitgFBVV95cUxPX1VzYTQ0dWVubGhzU1ZZUkZKUEhUTEhNR0hKMXJGQjN6aVlQSmxCSG1lZC1kcHRFeXB5bXpPekpTRG1JLW8yWFZJNFBoSkpheHVuM0JNYVpwbTg3VThYOHY1Q0dvdWZNbGRlWGNIQlFVbFlhOWVlUGZxb2NucFNCRm1GdWFXMy1PQ0ZONTROSGFDYUhVckZVck1OUmFMeUU4bERkY2t2ck5PdDFHNXJqZ29nZVNtZw?oc=5,02-10-2024
"Moo Deng the Baby Pygmy Hippo Is No Longer a Source of Joy (Thanks, Humanity)",KQED,https://news.google.com/rss/articles/CBMiigFBVV95cUxOUm9fWXA1VFVIODdNLWsxRHRsbV9hY3ZlbnpnR01HMk9LeU1vckZnSXE2c3NrWGxOaS01RFVyX0dKYlpZNm1ucjFTdUNZcTgwRlFTdXZBc2g4QmNRMEVSY1psMDhfcVpHbkx6Y3pOZmItMWlmSzM5MFNvSGFCNklHRUZRWXc5blcyb3c?oc=5,03-10-2024
